175.169.186.68,2017-08-15,N,N
117.158.198.207,2017-08-15,N,N
175.169.186.68,2017-08-15,N,N
175.169.186.68,2017-08-15,N,N
175.169.186.68,2017-08-15,N,N
175.169.186.68,2017-08-15,N,N
123.151.42.46,2017-08-15,N,N
123.7.116.195,2017-08-15,N,Y
123.7.116.195,2017-08-15,N,Y
123.7.116.195,2017-08-15,N,Y
123.7.116.195,2017-08-15,N,Y
175.169.186.68,2017-08-15,N,N
175.169.186.68,2017-08-15,N,N
175.169.186.68,2017-08-15,N,N
111.13.102.4,2017-08-15,N,N
111.13.102.6,2017-08-15,N,N
111.13.102.5,2017-08-15,N,N
111.13.102.133,2017-08-15,N,N
111.13.102.4,2017-08-15,N,N
125.41.128.48,2017-08-15,N,N
111.161.57.163,2017-08-15,N,N
115.60.50.193,2017-08-15,N,Y
115.60.50.193,2017-08-15,N,Y
115.60.50.193,2017-08-15,N,Y
115.60.50.193,2017-08-15,N,Y
123.151.42.46,2017-08-15,N,N
144.0.64.95,2017-08-15,N,N
123.125.67.226,2017-08-15,N,N
123.7.116.195,2017-08-15,N,Y
123.151.138.60,2017-08-15,N,N
219.147.153.208,2017-08-15,N,Y
219.147.153.208,2017-08-15,N,Y
219.147.153.208,2017-08-15,N,Y
219.147.153.208,2017-08-15,N,Y
123.125.67.226,2017-08-15,N,N
125.39.57.37,2017-08-15,N,N
223.104.105.63,2017-08-15,N,Y
223.104.105.63,2017-08-15,N,Y
223.104.105.63,2017-08-15,N,Y
223.104.105.63,2017-08-15,N,Y
198.204.226.202,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
171.11.4.183,2017-08-15,N,N
123.151.138.76,2017-08-15,N,N
115.60.152.221,2017-08-15,N,N
115.60.157.254,2017-08-15,N,Y
115.60.157.254,2017-08-15,N,Y
115.60.157.254,2017-08-15,N,Y
115.60.152.221,2017-08-15,N,Y
115.60.152.221,2017-08-15,N,Y
115.60.157.254,2017-08-15,N,Y
115.60.152.221,2017-08-15,N,Y
115.60.152.221,2017-08-15,N,Y
123.151.148.172,2017-08-15,N,N
101.226.89.14,2017-08-15,N,N
113.4.198.151,2017-08-15,N,Y
113.4.198.151,2017-08-15,N,Y
182.120.168.218,2017-08-15,N,Y
182.120.168.218,2017-08-15,N,Y
182.120.168.218,2017-08-15,N,Y
182.120.168.218,2017-08-15,N,Y
113.4.198.151,2017-08-15,N,Y
113.4.198.151,2017-08-15,N,Y
14.17.37.145,2017-08-15,N,N
14.17.3.122,2017-08-15,N,N
163.177.69.107,2017-08-15,N,N
123.151.138.73,2017-08-15,N,N
125.47.45.46,2017-08-15,N,Y
125.47.45.46,2017-08-15,N,Y
125.47.45.46,2017-08-15,N,Y
125.47.45.46,2017-08-15,N,Y
123.151.139.155,2017-08-15,N,N
111.13.102.133,2017-08-15,N,N
111.13.102.6,2017-08-15,N,N
111.13.102.4,2017-08-15,N,N
111.13.102.7,2017-08-15,N,N
111.13.102.7,2017-08-15,N,N
111.161.57.65,2017-08-15,N,N
61.158.149.235,2017-08-15,N,Y
61.158.149.235,2017-08-15,N,Y
61.158.149.235,2017-08-15,N,Y
61.158.149.235,2017-08-15,N,Y
61.158.149.235,2017-08-15,N,Y
121.69.126.219,2017-08-15,N,Y
121.69.126.219,2017-08-15,N,Y
101.226.89.14,2017-08-15,N,N
121.69.126.219,2017-08-15,N,Y
123.151.139.145,2017-08-15,N,N
125.39.57.38,2017-08-15,N,N
123.160.173.111,2017-08-15,N,Y
123.160.173.111,2017-08-15,N,Y
123.160.173.111,2017-08-15,N,Y
123.160.173.111,2017-08-15,N,Y
123.125.67.228,2017-08-15,N,N
123.151.138.76,2017-08-15,N,N
123.149.242.234,2017-08-15,N,N
123.149.242.234,2017-08-15,N,Y
123.149.242.234,2017-08-15,N,Y
123.149.242.234,2017-08-15,N,Y
123.149.242.234,2017-08-15,N,Y
223.104.105.250,2017-08-15,N,Y
223.104.105.250,2017-08-15,N,Y
223.104.105.250,2017-08-15,N,Y
223.104.105.250,2017-08-15,N,Y
123.151.138.73,2017-08-15,N,N
123.14.166.248,2017-08-15,N,Y
123.14.166.248,2017-08-15,N,Y
123.14.166.248,2017-08-15,N,Y
123.14.166.248,2017-08-15,N,Y
61.158.149.235,2017-08-15,N,Y
223.104.105.127,2017-08-15,N,N
223.104.105.127,2017-08-15,N,Y
223.104.105.127,2017-08-15,N,Y
223.104.105.127,2017-08-15,N,Y
113.4.198.151,2017-08-15,N,Y
223.104.105.127,2017-08-15,N,Y
123.149.242.234,2017-08-15,N,N
61.158.149.235,2017-08-15,N,Y
113.4.198.151,2017-08-15,N,Y
113.4.198.151,2017-08-15,N,Y
113.4.198.151,2017-08-15,N,Y
113.4.198.151,2017-08-15,N,Y
113.4.198.151,2017-08-15,N,Y
113.4.198.151,2017-08-15,N,Y
223.104.105.127,2017-08-15,N,N
123.151.138.100,2017-08-15,N,N
61.158.149.235,2017-08-15,N,Y
61.158.149.1,2017-08-15,N,N
61.158.149.1,2017-08-15,N,Y
123.125.67.221,2017-08-15,N,N
111.7.178.42,2017-08-15,N,N
223.104.19.38,2017-08-15,N,N
223.104.19.38,2017-08-15,N,Y
223.104.19.38,2017-08-15,N,Y
223.104.19.38,2017-08-15,N,Y
223.104.19.38,2017-08-15,N,Y
111.161.57.63,2017-08-15,N,N
115.60.137.236,2017-08-15,N,Y
115.60.137.236,2017-08-15,N,Y
115.60.137.236,2017-08-15,N,Y
115.60.137.236,2017-08-15,N,Y
101.226.102.89,2017-08-15,N,N
220.181.51.41,2017-08-15,N,N
220.181.51.41,2017-08-15,N,N
220.181.51.41,2017-08-15,N,N
220.181.51.57,2017-08-15,N,N
220.181.51.57,2017-08-15,N,N
123.151.138.100,2017-08-15,N,N
223.104.105.110,2017-08-15,N,Y
223.104.105.110,2017-08-15,N,Y
223.104.105.110,2017-08-15,N,Y
223.104.105.110,2017-08-15,N,Y
123.151.64.142,2017-08-15,N,N
123.151.138.100,2017-08-15,N,N
61.49.57.55,2017-08-15,N,N
115.60.4.140,2017-08-15,N,Y
111.63.2.225,2017-08-15,N,Y
219.147.153.210,2017-08-15,N,Y
219.147.153.210,2017-08-15,N,Y
111.63.2.225,2017-08-15,N,Y
115.60.137.236,2017-08-15,N,Y
223.104.147.74,2017-08-15,N,N
223.104.147.74,2017-08-15,N,Y
223.104.147.74,2017-08-15,N,Y
223.104.147.74,2017-08-15,N,Y
223.104.147.74,2017-08-15,N,Y
123.151.138.73,2017-08-15,N,N
115.60.71.109,2017-08-15,N,Y
115.60.71.109,2017-08-15,N,Y
115.60.71.109,2017-08-15,N,Y
115.60.71.109,2017-08-15,N,Y
122.141.178.146,2017-08-15,N,N
122.141.178.146,2017-08-15,N,N
61.49.57.55,2017-08-15,N,N
223.104.19.121,2017-08-15,N,Y
123.125.67.219,2017-08-15,N,N
223.104.19.121,2017-08-15,N,Y
223.104.19.121,2017-08-15,N,Y
223.104.19.121,2017-08-15,N,Y
223.104.147.74,2017-08-15,N,N
223.104.147.74,2017-08-15,N,N
223.104.147.74,2017-08-15,N,Y
111.161.105.17,2017-08-15,N,N
171.10.204.224,2017-08-15,N,Y
171.10.204.224,2017-08-15,N,Y
171.10.204.224,2017-08-15,N,Y
171.10.204.224,2017-08-15,N,Y
222.137.42.76,2017-08-15,N,N
115.60.71.109,2017-08-15,N,Y
123.151.42.50,2017-08-15,N,N
219.155.12.24,2017-08-15,N,N
219.155.12.24,2017-08-15,N,Y
219.155.12.24,2017-08-15,N,Y
219.155.12.24,2017-08-15,N,Y
219.155.12.24,2017-08-15,N,Y
